unique_product_id,product_name,category,sub_category
"FUR-FU-10002445_DAX Two-Tone Rosewood/Black Document Frame, Desktop, 5 x 7","DAX Two-Tone Rosewood/Black Document Frame, Desktop, 5 x 7",Furniture,Furnishings
"OFF-CUI-10002314_Cuisinart Coffee Grinder, Silver","Cuisinart Coffee Grinder, Silver",Office Supplies,Appliances
"OFF-JIF-10002275_Jiffy Clasp Envelope, with clear poly window","Jiffy Clasp Envelope, with clear poly window",Office Supplies,Envelopes
"TEC-MA-10003816_Epson Calculator, White","Epson Calculator, White",Technology,Machines
"OFF-LA-10004738_Harbour Creations Legal Exhibit Labels, Alphabetical","Harbour Creations Legal Exhibit Labels, Alphabetical",Office Supplies,Labels
"OFF-PA-10003573_Enermax Parchment Paper, 8.5 x 11","Enermax Parchment Paper, 8.5 x 11",Office Supplies,Paper
"OFF-FA-10000631_Accos Rubber Bands, Assorted Sizes","Accos Rubber Bands, Assorted Sizes",Office Supplies,Fasteners
"OFF-PA-10004856_Xerox Memo Slips, Recycled","Xerox Memo Slips, Recycled",Office Supplies,Paper
"OFF-LA-10001731_Avery Removable Labels, Alphabetical","Avery Removable Labels, Alphabetical",Office Supplies,Labels
"OFF-ST-10000661_Tenex Box, Industrial","Tenex Box, Industrial",Office Supplies,Storage
"OFF-EN-10000461_#10- 4 1/8"" x 9 1/2"" Recycled Envelopes","#10- 4 1/8"" x 9 1/2"" Recycled Envelopes",Office Supplies,Envelopes
"FUR-LES-10003538_Lesro Coffee Table, Fully Assembled","Lesro Coffee Table, Fully Assembled",Furniture,Tables
"OFF-SU-10001709_Kleencut Scissors, High Speed","Kleencut Scissors, High Speed",Office Supplies,Supplies
"OFF-EN-10004521_Ames Manila Envelope, Security-Tint","Ames Manila Envelope, Security-Tint",Office Supplies,Envelopes
"OFF-AP-10004052_Hoover Replacement Belts For Soft Guard & Commercial Ltweight Upright Vacs, 2/Pk","Hoover Replacement Belts For Soft Guard & Commercial Ltweight Upright Vacs, 2/Pk",Office Supplies,Appliances
TEC-AC-10001998_Logitech LS21 Speaker System - PC Multimedia - 2.1-CH - Wired,Logitech LS21 Speaker System - PC Multimedia - 2.1-CH - Wired,Technology,Accessories
"OFF-SU-10001455_Acme Box Cutter, Easy Grip","Acme Box Cutter, Easy Grip",Office Supplies,Supplies
TEC-MA-10003066_Wasp CCD Handheld Bar Code Reader,Wasp CCD Handheld Bar Code Reader,Technology,Machines
FUR-FU-10001889_Ultra Door Pull Handle,Ultra Door Pull Handle,Furniture,Furnishings
"TEC-BEL-10001391_Belkin Numeric Keypad, USB","Belkin Numeric Keypad, USB",Technology,Accessories
"OFF-EN-10003689_Kraft Business Envelopes, Security-Tint","Kraft Business Envelopes, Security-Tint",Office Supplies,Envelopes
"OFF-PA-10003832_Xerox Message Books, 8.5 x 11","Xerox Message Books, 8.5 x 11",Office Supplies,Paper
"OFF-LA-10000688_Harbour Creations Shipping Labels, Laser Printer Compatible","Harbour Creations Shipping Labels, Laser Printer Compatible",Office Supplies,Labels
"OFF-LA-10004756_Avery Removable Labels, Laser Printer Compatible","Avery Removable Labels, Laser Printer Compatible",Office Supplies,Labels
"FUR-BO-10001746_Dania 3-Shelf Cabinet, Pine","Dania 3-Shelf Cabinet, Pine",Furniture,Bookcases
"FUR-FU-10003832_Eldon Expressions Punched Metal & Wood Desk Accessories, Black & Cherry","Eldon Expressions Punched Metal & Wood Desk Accessories, Black & Cherry",Furniture,Furnishings
OFF-BI-10001617_GBC Wire Binding Combs,GBC Wire Binding Combs,Office Supplies,Binders
"OFF-ACC-10001703_Acco Binder, Recycled","Acco Binder, Recycled",Office Supplies,Binders
"OFF-EN-10000358_Cameo Business Envelopes, Recycled","Cameo Business Envelopes, Recycled",Office Supplies,Envelopes
"OFF-LA-10003283_Hon File Folder Labels, 5000 Label Set","Hon File Folder Labels, 5000 Label Set",Office Supplies,Labels
OFF-AR-10000255_Newell 328,Newell 328,Office Supplies,Art
"OFF-STO-10001150_Stockwell Rubber Bands, 12 Pack","Stockwell Rubber Bands, 12 Pack",Office Supplies,Fasteners
"OFF-LA-10002883_Avery Removable Labels, Alphabetical","Avery Removable Labels, Alphabetical",Office Supplies,Labels
"OFF-FIS-10002759_Fiskars Letter Opener, High Speed","Fiskars Letter Opener, High Speed",Office Supplies,Supplies
"FUR-ADV-10001659_Advantus Light Bulb, Durable","Advantus Light Bulb, Durable",Furniture,Furnishings
"OFF-LA-10002633_Novimex Shipping Labels, Laser Printer Compatible","Novimex Shipping Labels, Laser Printer Compatible",Office Supplies,Labels
OFF-AR-10003179_Dixon Ticonderoga Core-Lock Colored Pencils,Dixon Ticonderoga Core-Lock Colored Pencils,Office Supplies,Art
"OFF-ACC-10004910_Accos Rubber Bands, Metal","Accos Rubber Bands, Metal",Office Supplies,Fasteners
"OFF-EN-10003999_Cameo Peel and Seal, with clear poly window","Cameo Peel and Seal, with clear poly window",Office Supplies,Envelopes
"OFF-PA-10000108_Green Bar Parchment Paper, 8.5 x 11","Green Bar Parchment Paper, 8.5 x 11",Office Supplies,Paper
"OFF-SU-10003040_Stiletto Box Cutter, Serrated","Stiletto Box Cutter, Serrated",Office Supplies,Supplies
"OFF-LA-10004648_Avery Color Coded Labels, 5000 Label Set","Avery Color Coded Labels, 5000 Label Set",Office Supplies,Labels
"OFF-BI-10003324_Acco Hole Reinforcements, Recycled","Acco Hole Reinforcements, Recycled",Office Supplies,Binders
"OFF-LA-10001830_Hon Round Labels, Laser Printer Compatible","Hon Round Labels, Laser Printer Compatible",Office Supplies,Labels
"OFF-FA-10001187_Stockwell Paper Clips, Bulk Pack","Stockwell Paper Clips, Bulk Pack",Office Supplies,Fasteners
"OFF-PA-10000380_REDIFORM Incoming/Outgoing Call Register, 11"" X 8 1/2"", 100 Messages","REDIFORM Incoming/Outgoing Call Register, 11"" X 8 1/2"", 100 Messages",Office Supplies,Paper
"OFF-LA-10003396_Avery Color Coded Labels, Laser Printer Compatible","Avery Color Coded Labels, Laser Printer Compatible",Office Supplies,Labels
"FUR-FU-10002506_Tensor ""Hersey Kiss"" Styled Floor Lamp","Tensor ""Hersey Kiss"" Styled Floor Lamp",Furniture,Furnishings
"OFF-STO-10000923_Stockwell Staples, Bulk Pack","Stockwell Staples, Bulk Pack",Office Supplies,Fasteners
"OFF-EN-10004404_Jiffy Manila Envelope, with clear poly window","Jiffy Manila Envelope, with clear poly window",Office Supplies,Envelopes
"OFF-STI-10000388_Stiletto Scissors, Serrated","Stiletto Scissors, Serrated",Office Supplies,Supplies
"OFF-EN-10003628_GlobeWeis Manila Envelope, Set of 50","GlobeWeis Manila Envelope, Set of 50",Office Supplies,Envelopes
"OFF-BI-10000325_Wilson Jones Binder Covers, Recycled","Wilson Jones Binder Covers, Recycled",Office Supplies,Binders
"OFF-AR-10001336_Binney & Smith Pens, Blue","Binney & Smith Pens, Blue",Office Supplies,Art
"OFF-BI-10001078_Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 14 7/8"" X 11""","Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 14 7/8"" X 11""",Office Supplies,Binders
"TEC-MOT-10001535_Motorola Headset, VoIP","Motorola Headset, VoIP",Technology,Phones
"OFF-HON-10004698_Hon File Folder Labels, Laser Printer Compatible","Hon File Folder Labels, Laser Printer Compatible",Office Supplies,Labels
"OFF-LA-10001154_Hon Shipping Labels, Adjustable","Hon Shipping Labels, Adjustable",Office Supplies,Labels
"OFF-FA-10004339_Stockwell Staples, Metal","Stockwell Staples, Metal",Office Supplies,Fasteners
OFF-ST-10004507_Advantus Rolling Storage Box,Advantus Rolling Storage Box,Office Supplies,Storage
"OFF-LA-10003591_Smead Removable Labels, Laser Printer Compatible","Smead Removable Labels, Laser Printer Compatible",Office Supplies,Labels
"OFF-FA-10000059_Stockwell Clamps, Bulk Pack","Stockwell Clamps, Bulk Pack",Office Supplies,Fasteners
OFF-BI-10004781_GBC Wire Binding Strips,GBC Wire Binding Strips,Office Supplies,Binders
"OFF-ACM-10002713_Acme Box Cutter, Steel","Acme Box Cutter, Steel",Office Supplies,Supplies
"FUR-FU-10000790_Rubbermaid Light Bulb, Black","Rubbermaid Light Bulb, Black",Furniture,Furnishings
"OFF-BI-10003879_Ibico Binder Covers, Economy","Ibico Binder Covers, Economy",Office Supplies,Binders
OFF-BI-10004965_Ibico Covers for Plastic or Wire Binding Elements,Ibico Covers for Plastic or Wire Binding Elements,Office Supplies,Binders
"OFF-EN-10000532_Cameo Clasp Envelope, Set of 50","Cameo Clasp Envelope, Set of 50",Office Supplies,Envelopes
"OFF-FA-10002964_Accos Clamps, 12 Pack","Accos Clamps, 12 Pack",Office Supplies,Fasteners
"TEC-AC-10000873_Belkin Mouse, USB","Belkin Mouse, USB",Technology,Accessories
"FUR-FU-10004497_Tenex Door Stop, Erganomic","Tenex Door Stop, Erganomic",Furniture,Furnishings
"OFF-BI-10003856_Ibico Index Tab, Clear","Ibico Index Tab, Clear",Office Supplies,Binders
"OFF-EN-10003630_GlobeWeis Business Envelopes, Set of 50","GlobeWeis Business Envelopes, Set of 50",Office Supplies,Envelopes
OFF-PA-10001952_Xerox 1902,Xerox 1902,Office Supplies,Paper
"OFF-FA-10002459_Advantus Clamps, Bulk Pack","Advantus Clamps, Bulk Pack",Office Supplies,Fasteners
"FUR-CH-10003874_Hon Chairmat, Red","Hon Chairmat, Red",Furniture,Chairs
"OFF-ST-10001590_Eldon Folders, Blue","Eldon Folders, Blue",Office Supplies,Storage
"OFF-FA-10003411_OIC Staples, Bulk Pack","OIC Staples, Bulk Pack",Office Supplies,Fasteners
"FUR-DEF-10003140_Deflect-O Light Bulb, Duo Pack","Deflect-O Light Bulb, Duo Pack",Furniture,Furnishings
"FUR-FU-10004236_Deflect-O Light Bulb, Black","Deflect-O Light Bulb, Black",Furniture,Furnishings
"OFF-EN-10003520_Kraft Mailers, Recycled","Kraft Mailers, Recycled",Office Supplies,Envelopes
"OFF-SAN-10001862_Sanford Highlighters, Easy-Erase","Sanford Highlighters, Easy-Erase",Office Supplies,Art
"OFF-PA-10003365_Eaton Cards & Envelopes, Multicolor","Eaton Cards & Envelopes, Multicolor",Office Supplies,Paper
"FUR-CH-10004992_Hon Bag Chairs, Red","Hon Bag Chairs, Red",Furniture,Chairs
"FUR-FU-10004096_Deflect-O Light Bulb, Erganomic","Deflect-O Light Bulb, Erganomic",Furniture,Furnishings
"OFF-PA-10004020_SanDisk Message Books, 8.5 x 11","SanDisk Message Books, 8.5 x 11",Office Supplies,Paper
"OFF-BOS-10003113_Boston Pens, Water Color","Boston Pens, Water Color",Office Supplies,Art
"OFF-FA-10001152_Stockwell Clamps, Metal","Stockwell Clamps, Metal",Office Supplies,Fasteners
"TEC-AC-10004406_Memorex Keyboard, USB","Memorex Keyboard, USB",Technology,Accessories
"OFF-FA-10000099_Stockwell Paper Clips, Metal","Stockwell Paper Clips, Metal",Office Supplies,Fasteners
"OFF-BI-10003870_Wilson Jones Binder Covers, Economy","Wilson Jones Binder Covers, Economy",Office Supplies,Binders
"OFF-AR-10000314_BIC Highlighters, Fluorescent","BIC Highlighters, Fluorescent",Office Supplies,Art
"FUR-BUS-10002192_Bush 3-Shelf Cabinet, Metal","Bush 3-Shelf Cabinet, Metal",Furniture,Bookcases
"OFF-FA-10001401_OIC Staples, 12 Pack","OIC Staples, 12 Pack",Office Supplies,Fasteners
"OFF-CAM-10002611_Cameo Interoffice Envelope, Recycled","Cameo Interoffice Envelope, Recycled",Office Supplies,Envelopes
"OFF-FIS-10004721_Fiskars Box Cutter, Serrated","Fiskars Box Cutter, Serrated",Office Supplies,Supplies
"OFF-PA-10003518_Enermax Computer Printout Paper, Multicolor","Enermax Computer Printout Paper, Multicolor",Office Supplies,Paper
"FUR-CH-10000689_SAFCO Chairmat, Red","SAFCO Chairmat, Red",Furniture,Chairs
"FUR-FU-10001015_Eldon Stacking Tray, Black","Eldon Stacking Tray, Black",Furniture,Furnishings
TEC-PH-10001536_Spigen Samsung Galaxy S5 Case Wallet,Spigen Samsung Galaxy S5 Case Wallet,Technology,Phones
"OFF-HAR-10003580_Harbour Creations Legal Exhibit Labels, Alphabetical","Harbour Creations Legal Exhibit Labels, Alphabetical",Office Supplies,Labels
"OFF-AR-10002535_Stanley Markers, Water Color","Stanley Markers, Water Color",Office Supplies,Art
"OFF-PA-10001275_Xerox Note Cards, Multicolor","Xerox Note Cards, Multicolor",Office Supplies,Paper
OFF-PA-10004438_Xerox 1907,Xerox 1907,Office Supplies,Paper
"OFF-FA-10004239_Advantus Staples, Metal","Advantus Staples, Metal",Office Supplies,Fasteners
"OFF-ST-10003282_Fellowes Folders, Single Width","Fellowes Folders, Single Width",Office Supplies,Storage
OFF-PA-10004621_Xerox 212,Xerox 212,Office Supplies,Paper
"OFF-ST-10003648_Smead Folders, Wire Frame","Smead Folders, Wire Frame",Office Supplies,Storage
"OFF-PA-10000705_Eaton Note Cards, Multicolor","Eaton Note Cards, Multicolor",Office Supplies,Paper
"FUR-FU-10000548_Tenex Stacking Tray, Durable","Tenex Stacking Tray, Durable",Furniture,Furnishings
"OFF-EN-10002081_Jiffy Mailers, Set of 50","Jiffy Mailers, Set of 50",Office Supplies,Envelopes
"TEC-NOK-10001058_Nokia Office Telephone, Full Size","Nokia Office Telephone, Full Size",Technology,Phones
"FUR-IKE-10003576_Ikea Floating Shelf Set, Pine","Ikea Floating Shelf Set, Pine",Furniture,Bookcases
"OFF-SU-10003082_Acme Box Cutter, Easy Grip","Acme Box Cutter, Easy Grip",Office Supplies,Supplies
"OFF-AR-10003989_Sanford Pencil Sharpener, Fluorescent","Sanford Pencil Sharpener, Fluorescent",Office Supplies,Art
"OFF-SU-10004727_Stiletto Letter Opener, Easy Grip","Stiletto Letter Opener, Easy Grip",Office Supplies,Supplies
"FUR-FU-10002972_Advantus Light Bulb, Duo Pack","Advantus Light Bulb, Duo Pack",Furniture,Furnishings
"OFF-PA-10000655_Enermax Parchment Paper, Multicolor","Enermax Parchment Paper, Multicolor",Office Supplies,Paper
OFF-BI-10002982_Avery Self-Adhesive Photo Pockets for Polaroid Photos,Avery Self-Adhesive Photo Pockets for Polaroid Photos,Office Supplies,Binders
"OFF-ST-10001291_Tenex Personal Self-Stacking Standard File Box, Black/Gray","Tenex Personal Self-Stacking Standard File Box, Black/Gray",Office Supplies,Storage
TEC-AC-10003038_Kingston Digital DataTraveler 16GB USB 2.0,Kingston Digital DataTraveler 16GB USB 2.0,Technology,Accessories
"OFF-FA-10003587_Advantus Push Pins, Assorted Sizes","Advantus Push Pins, Assorted Sizes",Office Supplies,Fasteners
"OFF-SU-10000180_Acme Shears, Serrated","Acme Shears, Serrated",Office Supplies,Supplies
TEC-PH-10000148_Cyber Acoustics AC-202b Speech Recognition Stereo Headset,Cyber Acoustics AC-202b Speech Recognition Stereo Headset,Technology,Phones
"TEC-MA-10000711_StarTech Receipt Printer, Durable","StarTech Receipt Printer, Durable",Technology,Machines
"OFF-LA-10002733_Novimex File Folder Labels, Alphabetical","Novimex File Folder Labels, Alphabetical",Office Supplies,Labels
"OFF-ROG-10002682_Rogers Box, Industrial","Rogers Box, Industrial",Office Supplies,Storage
"TEC-MA-10001447_Konica Phone, Red","Konica Phone, Red",Technology,Machines
"TEC-SAN-10002684_SanDisk Flash Drive, USB","SanDisk Flash Drive, USB",Technology,Accessories
"OFF-AME-10001587_Ames Peel and Seal, with clear poly window","Ames Peel and Seal, with clear poly window",Office Supplies,Envelopes
"OFF-LA-10003140_Harbour Creations Round Labels, Alphabetical","Harbour Creations Round Labels, Alphabetical",Office Supplies,Labels
"OFF-LA-10001413_Hon Shipping Labels, Laser Printer Compatible","Hon Shipping Labels, Laser Printer Compatible",Office Supplies,Labels
OFF-PA-10000143_Astroparche Fine Business Paper,Astroparche Fine Business Paper,Office Supplies,Paper
"TEC-MOT-10004111_Motorola Office Telephone, with Caller ID","Motorola Office Telephone, with Caller ID",Technology,Phones
"OFF-LA-10002180_Hon Color Coded Labels, 5000 Label Set","Hon Color Coded Labels, 5000 Label Set",Office Supplies,Labels
OFF-BI-10000404_Avery Printable Repositionable Plastic Tabs,Avery Printable Repositionable Plastic Tabs,Office Supplies,Binders
TEC-AC-10001590_Dell Slim USB Multimedia Keyboard,Dell Slim USB Multimedia Keyboard,Technology,Accessories
"OFF-ST-10001576_Tenex Folders, Blue","Tenex Folders, Blue",Office Supplies,Storage
"OFF-FA-10002350_OIC Staples, Assorted Sizes","OIC Staples, Assorted Sizes",Office Supplies,Fasteners
"OFF-PA-10000344_SanDisk Memo Slips, 8.5 x 11","SanDisk Memo Slips, 8.5 x 11",Office Supplies,Paper
TEC-PH-10003875_KLD Oscar II Style Snap-on Ultra Thin Side Flip Synthetic Leather Cover Case for HTC One HTC M7,KLD Oscar II Style Snap-on Ultra Thin Side Flip Synthetic Leather Cover Case for HTC One HTC M7,Technology,Phones
"OFF-ST-10000268_Smead Box, Blue","Smead Box, Blue",Office Supplies,Storage
OFF-LA-10000134_Avery 511,Avery 511,Office Supplies,Labels
"OFF-BI-10004541_Wilson Jones Binder, Durable","Wilson Jones Binder, Durable",Office Supplies,Binders
"OFF-EN-10004503_GlobeWeis Peel and Seal, Security-Tint","GlobeWeis Peel and Seal, Security-Tint",Office Supplies,Envelopes
"OFF-FA-10004664_Advantus Push Pins, Bulk Pack","Advantus Push Pins, Bulk Pack",Office Supplies,Fasteners
"OFF-SU-10004873_Fiskars Box Cutter, Easy Grip","Fiskars Box Cutter, Easy Grip",Office Supplies,Supplies
"OFF-AME-10002949_Ames Clasp Envelope, with clear poly window","Ames Clasp Envelope, with clear poly window",Office Supplies,Envelopes
"FUR-SAF-10000565_SAFCO Bag Chairs, Adjustable","SAFCO Bag Chairs, Adjustable",Furniture,Chairs
"OFF-BI-10004470_Wilson Jones Index Tab, Durable","Wilson Jones Index Tab, Durable",Office Supplies,Binders
"OFF-PA-10002371_Green Bar Message Books, 8.5 x 11","Green Bar Message Books, 8.5 x 11",Office Supplies,Paper
"OFF-BI-10000348_Cardinal Index Tab, Durable","Cardinal Index Tab, Durable",Office Supplies,Binders
"OFF-LA-10003444_Smead Legal Exhibit Labels, Alphabetical","Smead Legal Exhibit Labels, Alphabetical",Office Supplies,Labels
"OFF-FA-10002683_Stockwell Staples, Assorted Sizes","Stockwell Staples, Assorted Sizes",Office Supplies,Fasteners
TEC-AC-10002550_Maxell 4.7GB DVD-RW 3/Pack,Maxell 4.7GB DVD-RW 3/Pack,Technology,Accessories
"OFF-EN-10002700_Ames Business Envelopes, Recycled","Ames Business Envelopes, Recycled",Office Supplies,Envelopes
"OFF-LA-10003644_Novimex Removable Labels, Adjustable","Novimex Removable Labels, Adjustable",Office Supplies,Labels
"FUR-FU-10004017_Executive Impressions 13"" Chairman Wall Clock","Executive Impressions 13"" Chairman Wall Clock",Furniture,Furnishings
"OFF-GLO-10003639_GlobeWeis Interoffice Envelope, Security-Tint","GlobeWeis Interoffice Envelope, Security-Tint",Office Supplies,Envelopes
"OFF-EN-10004956_Jiffy Interoffice Envelope, Set of 50","Jiffy Interoffice Envelope, Set of 50",Office Supplies,Envelopes
"OFF-EN-10000872_Ames Business Envelopes, Set of 50","Ames Business Envelopes, Set of 50",Office Supplies,Envelopes
"OFF-AR-10003466_Binney & Smith Highlighters, Easy-Erase","Binney & Smith Highlighters, Easy-Erase",Office Supplies,Art
"FUR-FU-10000647_Tenex Door Stop, Erganomic","Tenex Door Stop, Erganomic",Furniture,Furnishings
"OFF-AR-10001525_Stanley Highlighters, Blue","Stanley Highlighters, Blue",Office Supplies,Art
"OFF-FA-10001815_Advantus Push Pins, Bulk Pack","Advantus Push Pins, Bulk Pack",Office Supplies,Fasteners
"OFF-FA-10004606_Stockwell Staples, 12 Pack","Stockwell Staples, 12 Pack",Office Supplies,Fasteners
OFF-AR-10001860_BIC Liqua Brite Liner,BIC Liqua Brite Liner,Office Supplies,Art
"OFF-FA-10004637_Accos Thumb Tacks, Metal","Accos Thumb Tacks, Metal",Office Supplies,Fasteners
"FUR-FU-10003414_Deflect-O Light Bulb, Erganomic","Deflect-O Light Bulb, Erganomic",Furniture,Furnishings
"OFF-LA-10000413_Hon Legal Exhibit Labels, Alphabetical","Hon Legal Exhibit Labels, Alphabetical",Office Supplies,Labels
